S No,Slot,Course Code,Course Description,Course Credit,L,T,P,Course Co-Ordinator,Registered
276,P,EED411,MAJOR PROJECT PART 1 (EE),3,0,0,6,SHANKAR PRAKRIYA,3
277,P,EED412,MAJOR PROJECT PART 2 (EE),7,0,0,14,SHANKAR PRAKRIYA,41
278,P,EE202N,CIRCUIT THEORY,4,3,1,0,SUKUMAR MISHRA,1
279,P,EEP702,SOFTWARE LAB,2,0,0,4,SUBRAT KAR,30
280,P,EES310,INDEPENDENT STUDY (EE),3,0,3,0,M JAGADESH KUMAR,6
281,P,EES320,INDEPENDENT STUDY (EP),3,0,3,0,M JAGADESH KUMAR,2
282,P,EEV403,SPECIAL MODULE IN ELECTRICAL MACHINES,1,1,0,0,S S MURTHY,9
283,P,EEV704,SPECIAL MODULE IN COMPUTERS,1,1,0,0,SUMANTRA DUTTA ROY,37
284,P,JMD802,MAJOR PROJECT PART-II,12,0,0,24,BREJESH LALL,11
285,P,JVD802,MAJOR PROJECT PART-II,12,0,0,24,PREETI RANJAN PANDA,8
286,R,EEP775,TELECOMMUNICATION NETWORKS LAB,3,0,1,4,SUBRAT KAR,9
287,S,EEP785,IEC LABORATORY-II,3,0,0,6,JAYADEVA,17
288,S,EEP703,COMPUTER NETWORKS LAB,2,0,0,4,SUBRAT KAR,14
289,S,EEP843,ELECTRIC DRIVES LABORATORY,1.5,0,0,3,K RRAJAGOPAL,16
290,S,EEP874,PROJECT LABORATORY,4,0,1,6,INDRA NARAYAN KAR,10
291,S,EEP221,DESIGN (EP),2,0,0,4,J K CHATTERJEE,21
292,T,EEP844,MICROPROCESSORS AND DSP LABORATORY,1.5,0,0,3,BHIM SINGH,17
293,T,EEP798,POWER SYSTEM LABORATORY-II,2,0,0,4,NILANJAN SENROY,11
294,T,EEP736,PHYSICAL DESIGN LAB,3,0,0,6,SHOURIBRATA CHATTERJEE,4
295,A,HUL212,MICROECONOMICS,4,3,1,0,V UPADHYAY,89
296,A,HUL213,MACRO ECONOMICS,4,3,1,0,V UPADHYAY,91
297,A,HUL231,AN INTRODUCTION TO LITERATURE,4,3,1,0,SYAMALA KALLURY,60
298,A,HUL236,AN INTRODUCTION TO DRAMA,4,3,1,0,ANGELIE MULTANI,66
299,A,HUL238,MODERN FICTION,4,3,1,0,STUTI KHANNA,20
300,A,HUL253,MORAL LITERACY AND MORAL CHOICES,4,3,1,0,SANIL V,22
301,A,HUL256,CRITICAL THINKING,3,2,1,0,BHARATI PURI,31
302,A,HUL263,ORGANIZATIONAL PSYCHOLOGY,4,3,1,0,PURNIMA SINGH,78
303,A,HUL267,POSITIVE PSYCHOLOGY,4,3,1,0,KAMLESH SINGH,61
304,A,HUL271,SOCIOLOGY: THE SCIENCE OF PRAXIS,4,3,1,0,RAVINDER KAUR,57
305,A,HUL272,INTRODUCTION TO THE SOCIOLOGY OF INDIA,4,3,1,0,FARHANA IBRAHIM,47
306,A,HUL273,SCIENCE; TECHNOLOGY AND SOCIETY,4,3,1,0,P VIGNESWARA ILAVARASAN,8
307,A,HUL275,ENVIRONMENT; DEVELOPMENT AND SOCIETY,4,3,1,0,VIBHA ARORA,39
308,A,HUL281,MIND; MACHINES AND LANGUAGE,4,3,1,0,SHANTANU GHOSH,44
309,A,HUL282,SYSTEM AND STRUCTURE: AN INTRODUCTION TO COMMUNICA,4,3,1,0,PRITHA CHANDRA,89
310,A,HUL289,PERSPECTIVE ON SCIENCE TECHNOLOGY& HUMAN DEVPT,4,3,1,0,AMBUJ D SAGAR,23
311,B,HUL709,SOCIAL RESEARCH METHODS,3,2,1,0,P VIGNESWARA ILAVARASAN,14
312,B,HUL891,GLOBALIZATION AND TRANSNATIONALISM,3,2,1,0,VIBHA ARORA,13
313,I,HUN100,INTRO TO HUMANITIES & SOCIAL SCIENCES,1,1,0,0,SANIL V,334
314,M,HUL810,COMMUNICATION SKILLS,3,3,0,0,SHANTANU GHOSH,117
315,M,HUL290,TECHNOLOGY AND CULTURE,4,3,1,0,RUKMINI BHAYA NAIR,88
316,P,HUL754,SCIENCE TECHNOLOGY AND SOCIETY,3,2,1,0,AMBUJ D SAGAR,6
317,P,HUL707,SOCIAL PSYCHOLOGY,3,2,1,0,PURNIMA SINGH,36
318,P,HUL846,PHILOSOPHY AND FILM,3,3,0,0,SANIL V,32
319,P,HUC722,SEMINAR,3,0,0,6,RAVINDER KAUR,135
320,A,SML401,MANAGERIAL ACCONTING & FINANCIAL MANAGEMENT,4,3,1,0,SURENDRA SINGH YADAV,94
321,A,SML863,ADVERTISING &SALES PROMOTION MANAGEMENT,3,3,0,0,HARISH CHOUDHARY,35
322,B,SML745,OPERATIONS MANAGEMENT,3,3,0,0,D KBANWET,109
323,C,SML720,BUSINESS ENVIRONMENT AND CORPORATE STRATEGIES,3,2,0,2,MAHIM SAGAR,67
324,D,SML716,FUNDAMENTAL OF M & S,3,3,0,0,SURENDRA SINGH YADAV,53
325,E,SML717,BUSINESS SYSTEMS ANALYSIS AND DESIN,3,2,0,2,MANMOHAN PRASAD GUPTA,55
326,E,SML726,"TELECOMM SYSTEM ANALYSIS, PLANNING & DESIGN",3,3,0,0,RAVI SHANKAR,18
327,E,SMV896,HUMAN VALUES IN MANAGEMENT,1,1,0,0,KANIKA TANDON BHAL,49
328,F,SML853,SOFTWARE PROJECT MANAGEMENT,3,3,0,0,MANMOHAN PRASAD GUPTA,16
329,F,SML731,HUMAN RESOURCE MANAGEMENT,3,3,0,0,KANIKA TANDON BHAL,85
330,H,SML760,MARKETING MANAGEMENT,3,2,0,2,MAHIM SAGAR,22
331,H,SML873,SECURITY ANALYSIS & PROOF MANAGEMENT,3,2,0,2,SURENDRA SINGH YADAV,35
332,H,SMV793,STAT FOR MANAGEMENT,1,1,0,0,SEEMA SHARMA,109
333,J,SML802,MANAGEMENT OF IPR,3,3,0,0,SUDHIR KUMAR JAIN,77
334,J,SML780,MANAGERIAL ECONOMICS,3,2,0,2,SEEMA SHARMA,110
335,J,SML728,INTERNATIONAL TELECOM MANAGEMENT,3,3,0,0,V GAUTAM,10
336,K,SML830,ORGANIZATION STRUCTURE AND PROCESSES,3,3,0,0,V GAUTAM,7
337,L,SML829,CURRENT & EMERGING ISSUES IN STRATEGIC MANAGEMENT,3,3,0,0,SUSHIL,55
338,L,SMD890,PROJECT,6,0,0,12,KANIKA TANDON BHAL,48
339,L,SMD792,MINOR PROJECT,3,0,0,6,SEEMA SHARMA,12
340,M,SMV794,COMMUNICATION SKILLS,1.5,1,0,1,HARISH CHOUDHARY,66
341,X,SML701,STRATEGIC TECHNOLOGY MANAGEMENT,3,2,0,2,RAVI SHANKAR,46
342,X,SML730,ORGANIZATIONAL MANAGEMENT,3,3,0,0,KANIKA TANDON BHAL,49
343,Y,SML703,MANAGEMENT OF TECHNOLOGY TRANSFER,3,2,0,2,SUSHIL,47
344,Y,SML870,ADVANCED FINANCIAL MANAGEMENT,3,2,0,2,P KJAIN,27
345,Y,SML855,ELECTRONIC COMMERCE,3,2,0,2,MANMOHAN PRASAD GUPTA,49
346,Z,SMV895,MANAGEMENT RESEARCH METHODOLOGY,1,1,0,0,KANIKA TANDON BHAL,47
347,Z,SML713,INFORMATION SYSTEMS MANAGEMENT,3,2,0,2,MANMOHAN PRASAD GUPTA,101
348,Z,SML770,MANAGEMENT ACCOUNTS AND FINANCIAL MANAGEMENT,3,2,0,2,P KJAIN,50
349,A,MAL516,ALGEBRA,4,3,1,0,WAGISH SHUKLA,32
350,B,MAL514,COMPLEX ANALYSIS,4,3,1,0,SUBIMAN KUNDU,30
351,B,MAL250,PROBABILITY & STOCHASTIC PROCESSES,4,3,1,0,ANSHUL KUMAR,78
352,B,MAL874,ANALYSIS,3,3,0,0,KONIJETI SREENADH,3
353,C,MAL335,DIFFERENTIAL EQUATIONS,4,3,1,0,V VK SRINIVAS KUMAR,34
354,C,MAL124,INTRO TO ALGEBRA & MATRIX ANALYSIS,4,3,1,0,BISWARANJAN BEHERA,177
355,C,MAL140,PROBABILITY & STATISTICS,4,3,1,0,S DHARMARAJA,78
356,C,MAL120,MATHEMATICS II,4,3,1,0,KONIJETI SREENADH,375
357,C,MAL122,REAL & COMPLEX ANALYSIS,4,3,1,0,A TRIPATHI,36
358,C,MAL522,STATISTICAL INFERENCE,4,3,1,0,A NAGABHUSHANANM,38
359,D,MAL518,METHODS OF APPLIED MATHEMATICS,4,3,1,0,V VK SRINIVAS KUMAR,36
360,D,MAL704,NUMERICAL OPTIMIZATION,4,3,0,2,APARNA MEHRA,24
361,D,MAL342,ANALYSIS & DESIGN OF ALGORITHMS,4,3,1,0,NILADRI CHATTERJEE,38
362,E,MAL230,NUM METHODS & COMPUTATION,4,3,1,0,S CHANDRA SEKHARA RAO,52
363,E,MAL602,FUNCTIONAL ANALYSIS,4,3,1,0,ANIMA NAGAR,24
364,F,MAL638,APPLIED NON-LINEAR PROGRAMMING,4,3,1,0,APARNA MEHRA,10
365,F,MAL524,NUMERICAL ANALYSIS,4,3,1,0,S CHANDRA SEKHARA RAO,36
366,F,MAL390,STATISTICAL METHODS AND ALGORITHMS,4,3,1,0,A NAGABHUSHANANM,64
367,F,MAL890,WAVELET ANALYSIS AND APPLICATIONS,3,3,0,0,BISWARANJAN BEHERA,8
368,F,MAP702,COMPUTING LAB - II,2,0,0,4,RAM LAL,37
369,F,MAP706,SCIENTIFIC SOFTWARE LABORATORY,3,0,0,6,PRAGYA JAIN,61
370,H,MAL755,ALGEBRAIC GEOMETRY,4,3,1,0,J B SRIVASTAVA,7
371,H,MAL146,COMBINATORICS,4,3,1,0,A TRIPATHI,14
372,H,MAL526,COMPUTER ORIENTED OPERATIONS RESEARCH,4,3,0,2,SURESH CHANDRA,30
373,H,MAL710,DATABASE MANAGEMENT SYSTEMS,4,3,0,2,B CHANDRA,53
374,H,MAL715,DIGITAL IMAGE PROCESSING,4,3,0,2,BREJESH LALL,34
375,H,MAL734,ALGEBRAIC GEOMETRY,4,3,1,0,J B SRIVASTAVA,26
376,J,MAL733,STOCHASTIC OF FINANCE,4,3,1,0,B R HANDA,49
377,K,MAL754,PRINCIPLES OF COMPUTER GRAPHICS,4,3,0,2,ANSHUL KUMAR,28
378,K,MAL708,COMPUTER ORGANIZATION & OPERATING SYSTEMS,4,3,0,2,RAJESH BHATT,20
379,L,MAL780,SPECIAL TOPICS IN COMPUTER APPLICATIONS,4,3,0,2,NILADRI CHATTERJEE,33
380,M,MAL782,DATA MINING AND KNOWLEDGE DISCOVERY,4,3,0,2,B CHANDRA,48
381,P,MAL745,SOFTWARE ENGINEERING,4,3,0,2,RAJESH BHATT,2
382,P,MAD853,MAJOR PROJECT PART 1 (MT),4,0,0,8,S DHARMARAJA,3
383,P,MAD854,MAJOR PROJECT PART 2 (MT),16,0,0,32,S DHARMARAJA,5
384,P,MAD350,MINI PROJECT (MT),3,0,0,6,KONIJETI SREENADH,27
385,P,MAD703,PROJECT PART I*,4,0,0,8,ANIMA NAGAR,2
386,P,MAD704,PROJECT PART - II,4,0,0,8,ANIMA NAGAR,23
387,P,MAD852,MAJOR PROJECT PART 2 (MT),14,0,0,28,S DHARMARAJA,22
388,P,JCD799,MINOR PROJECT,3,0,0,6,NAVEEN GARG,11
389,P,JCD801,MAJOR PROJECT PART-I,6,0,0,12,NILADRI CHATTERJEE,1
390,P,JCD802,MAJOR PROJECT PART-II,12,0,0,24,NILADRI CHATTERJEE,16
391,P,MA434P,IMAGE PROCESSING LAB,2,0,0,4,RAJESH BHATT,1
392,A,MEL746,DESIGN FOR NOISE VIBARATION & HARSHNESS,4,3,0,2,KSHITIJ GUPTA,9
393,A,MEL756,SUPPLY CHAIN MANAGEMENT,4,3,0,2,MAKARAND SHRIKRISHNA KULKARNI,20
394,A,MEL802,CONVECTION HEAT & MASS TRANSFER,3,3,0,0,ANJAN RAY,21
395,A,MEL832,MULTIBODY SYSTEMS & VIBRATION DESIGN,4,3,0,2,SUBIR KUMAR SAHA,12
396,B,MEL806,THERMAL SYSTEMS SIMULATION & DESIGN,3,2,0,2,M R RAVI,16
397,B,MEL796,RAPID PROTOTYING AND TOLING,4,3,0,2,P M PANDEY,11
398,B,MEL754,OPERATIONS PLANNING AND CONTROL,4,3,0,2,MAKARAND SHRIKRISHNA KULKARNI,13
399,B,MEL742,OPTIMUM DESIGN OF MAECHANICAL SYSTEMS,4,3,0,2,T K KUNDRA,19
400,B,MEL432,MICROPROCESSOR APPLICATIONS IN MANUFACTURING,4,3,0,2,I P SINGH,53
401,B,MEL110,GRAPHIC SCIENCE,4,2,0,4,SUBODH VASANT MODAK,254
402,B,MEL120,MANUFACTURING PRACTICES,4,2,0,4,NARESH BHATNAGAR,232
403,B,MEL235,METROLOGY & QUALITY ASSURANCE,4,3,0,2,P VENKATESWARA RAO,31
404,B,MEL241,ENERGY CONVERSION,4,3,0,2,SANJEEV JAIN,84
405,C,MEL345,INTERNAL COMBUSTION ENGINES,4,3,0,2,J P SUBRAMANYAM,23
406,C,MEL417,LUBRICATION,4,3,0,2,HARISH HIRANI,24
407,C,MEL712,ADVANCED POWER PLANT CYCLES,4,2,0,4,P MV SUBBARAO,16
408,D,MEL709,HEAT EXCHANGERS,4,3,0,2,B PREMACHANDRAN,3
409,D,MEL743,PLANT EQUIPMENT DESIGN,4,3,0,2,KSHITIJ GUPTA,19
410,D,MEL769,METAL FORMING ANALYSIS,4,3,0,2,DIGAVALLI RAVI KUMAR,12
411,D,MEL780,CASTING TECHNOLOGY,4,3,0,2,R SAGAR,12
412,D,MEL818,MULTIPHASE FLOWS,4,2,0,4,S R KALE,8
413,D,MEL312,CONTROL THEORY AND APPLICATIONS,5,3,1,2,JAYANTA KUMAR DUTT,68
414,D,MEL322,OPERATIONS PLANNING AND CONTROL,4,3,0,2,MAKARAND SHRIKRISHNA KULKARNI,31
415,D,MEL336,ADVANCES IN WELDING,4,3,0,2,SUNIL PANDEY,24
416,D,MEL140,ENGINEERING THERMODYNAMICS,4,3,1,0,M R RAVI,100
417,E,MEP202,DESIGN INNOVATIION & MANUFACTURING,2,0,0,4,S R KALE,102
418,E,MEL784,CNC TECHNOLOGY & PROGRAMMING,4,3,0,2,P VMADHUSUDHAN RAO,12
419,E,MEL752,QUALITY ASSURANCE,4,3,0,2,A D GUPTA,14
420,E,MEL740,INSTRUMENTATION & AUTOMATIC CONTROL SYSTEMS,4,3,0,2,SUDIPTO MUKHERJEE,21
421,E,MEL414,COMPUTER AIDED MECHANICAL DESIGN,4,3,0,2,ANOOP CHAWLA,15
422,E,MEL431,CNC MACHINES AND PROGRAMMING,4,3,0,2,P VMADHUSUDHAN RAO,53
423,F,MEL786,METROLOGY,3,2,0,2,P VENKATESWARA RAO,12
424,F,MEL760,PROJECT MANAGEMENT,3,2,0,2,ARUN KANDA,4
425,F,MEL866,MAINTENANCE MANAGEMENT,3,3,0,0,O P GANDHI,12
426,F,MEL232,"CASTING,WELDING &FORMING",4,3,0,2,SIVANANDAM ARAVINDAN,73
427,F,MEL234,METAL FORMING & MACHINING,5,3,1,2,SUDARSAN GHOSH,36
428,F,MEL341,GAS DYNAMICS AND PROPULSION,4,3,0,2,P MV SUBBARAO,78
429,F,MEP311,MECHANISMS LABORATORY,1,0,0,2,A K DARPE,74
430,F,MEP331,PROCESS ENGINEERING AND TOOL DESIGN PROJECT,3,1,0,4,SUNIL PANDEY,30
431,F,MEP341,THERMAL ENGINEERING LABORATORY,1.5,0,0,3,SANGEETA KOHLI,71
432,H,MEL334,LOW COST AUTOMATION,4,3,0,2,SUNIL JHA,35
433,H,MEL868,OPERATIONS RESEARCH II,3,3,0,0,KIRAN SETH,14
434,H,MEL804,CONDUCTION AND RADIATION HEAT TRANSFER,3,3,0,0,PRABAL TALUKDAR,18
435,J,MEL816,ANALYSIS OF I C ENGINE PROCESSES,4,3,0,2,J P SUBRAMANYAM,9
436,K,MEL426,MATERIALS MANAGEMENT,4,3,0,2,MAKARAND SHRIKRISHNA KULKARNI,34
437,M,MEL321,ERGONOMICS,4,3,0,2,DINESH MOHAN,57
438,P,MED895,MAJOR PROJECT,40,0,0,80,P MV SUBBARAO,5
439,P,MED862,MAJOR PROJECT PART-II,12,0,0,24,MAKARAND SHRIKRISHNA KULKARNI,15
440,P,MED882,MAJOR PROJECT PART-II,12,0,0,24,P M PANDEY,12
441,P,JGD802,MAJOR PROJECT PART-II,12,0,0,24,J P SUBRAMANYAM,15
442,P,MEC601,MECHANICAL ENGINEERING SEMINARS,1,0,1,0,SANGEETA KOHLI,17
443,P,MED310,MINI PROJECT (ME),4,0,0,8,P VENKATESWARA RAO,40
444,P,MED320,MINI PROJECT (PE),4,0,0,8,P VENKATESWARA RAO,19
445,P,MED411,MAJOR PROJECT PART 1 (ME),3,0,0,6,SUBIR KUMAR SAHA,8
446,P,MED412,MAJOR PROJECT PART 2 (ME),7,0,0,14,SUBIR KUMAR SAHA,61
447,P,MED422,MAJOR PROJECT PART 2 (PE),7,0,0,14,SUBIR KUMAR SAHA,32
448,P,MED812,MAJOR PROJECT PART-II,12,0,0,24,SANGEETA KOHLI,20
449,P,MED832,MAJOR PROJECT PART-II,12,0,0,24,SUDIPTO MUKHERJEE,17
450,P,MEL435,GEOMETRIC MODELLING FOR MANUFACTURING,4,3,0,2,P M PANDEY,1
451,P,MEL342,POWER PLANT TECHNOLOGIES,4,3,0,2,P MV SUBBARAO,5
452,P,MES860,INDEPENDENT STUDY,3,0,3,0,MAKARAND SHRIKRISHNA KULKARNI,9
453,A,PHL552,ELECTRODYNAMICS,4,3,1,0,AMRUTA MISHRA,33
454,A,PHL756,FOURIER OPTICS AND OPTICAL INFORMATION PROCESSING,3,3,0,0,JOBY JOSEPH,17
455,B,PHL800,NUMERICAL & COMPUTATIONAL METHODS IN RESEARCH,3,3,0,0,H C GUPTA,18
456,B,PHL558,APPLIED OPTICS,4,3,1,0,ANURAG SHARMA,36
457,B,PHL754,OPTICAL INSTRUMENTS AND METROLOGY,3,3,0,0,B D GUPTA,21
458,B,EPL206,SOLID STATE PHYSICS,4,3,1,0,S C KASHYAP,56
459,C,EPL208,PRIINCIPLES OF ELECTRODYNAMICS AND PLASMAS,4,3,1,0,V K TRIPATHY,55
460,C,PHL554,CONCEPTS OF SOLIDS,4,3,1,0,SUJEET CHAUDHARY,32
461,D,PHL110,FIELDS AND WAVES,4,3,1,0,AJIT KUMAR,176
462,D,PHL120,PHYSICS OF MATERIALS,4,3,1,0,RATANAMALA CHATTERJEE,269
463,D,EPL336,SEMICONDUCTOR OPTOELECTRONICS,4,3,1,0,R K SONI,13
464,D,EPL338,NON-LINEAR PHENOMENA IN PHYSICS AND ENGINEERING,4,3,1,0,D RANGANATHAN,20
465,D,PHL702,SCIENCE AND TECHNOLOGY OF THIN FILMS,3,3,0,0,V D VANKAR,59
466,D,PHL792,OPTICAL ELECTRONICS,3,3,0,0,GADDAM VIJAYA PRAKASH,18
467,E,PHL891,GUIDED WAVE OPTICAL COMPONENTS & DEVICERS,3,3,0,0,B P PAL,20
468,E,PHL704,SEMICONDUCTOR DEVICE TECHNOLOGY,3,3,0,0,R D TAREY,15
469,E,EPL443,HOLOGRAPHY AND OPTICAL INFORMATION PROCESSING,3,3,0,0,P SENTHILKUMARAN,14
470,E,EPP110,PHYSICAL SYSTEM DESIIGN,2,0,0,4,SANTANU GHOSH,41
471,F,EPL440,QUANTUM ELECTRONICS,3,3,0,0,K THYAGARAJAN,23
472,F,PHL556,STATISTICAL MECHANICS,4,3,1,0,VARSHA BANERJEE,32
473,F,EPL337,MATERIALS SCIENCE AND ENGINEERING,4,3,1,0,PANKAJ SRIVASTAVA,32
474,F,EPL204,THERMAL & STATISTICAL,4,3,1,0,A K SHUKLA,50
475,F,PHL752,LASER SYSTEMS AND APPLICATIONS,3,3,0,0,ALOKA SINHA,20
476,F,PHL726,NANOSTRUCTURED MATERIALS,3,3,0,0,BODH RAJ,61
477,H,PHL657,PLASMA PHYSICS,3,3,0,0,V K TRIPATHY,28
478,H,PHL758,THEORY AND APPLICATIONS OF HOLOGRAPHY,3,3,0,0,KEHAR SINGH,14
479,H,EPL332,NUCLEAR SCIENCE AND ENGINEERING,3,3,0,0,SANTANU GHOSH,67
480,H,EPL202,QUANTUM MECHANICS & ITS APPLICATIONS,4,3,1,0,SANKALPA GHOSH,46
481,K,EPL333,COMPUTATIONAL PHYSICS,4,3,0,2,ANURAG SHARMA,42
482,M,PHL742,GENERAL RELATIVITY & INTRODUCTORY ASTROPHYSICS,3,3,0,0,D RANGANATHAN,33
483,P,PHP562,LAB-II ELECTIVE (PE/OE),6,3,0,0,V D VANKAR,29
484,P,PHP712,SOLID STATES MATERIALS LAB-II,4.5,0,0,9,G B REDDY,15
485,P,PHP762,OPTICS LABORATORY-II,3,0,0,6,P SENTHILKUMARAN,13
486,P,PHP853,ADVANCED OPTICAL WORKSHOP,3,0,0,6,RAKESH KUMAR,10
487,P,PHS663,INDEPENDENT STUDY,3,3,0,0,M R SHENOY,3
488,P,PHS855,INDEPENDENT STUDY,3,0,3,0,B D GUPTA,3
489,P,EPD412,MAJOR PROJECT PART 2 (PH),7,0,0,14,D K PANDYA,36
490,P,EPD310,MINI PROJECT (PH),3,0,0,6,R K SONI,8
491,P,EPD411,MAJOR PROJECT PART 1 (PH),3,0,0,6,D K PANDYA,1
492,P,PHL555,QUANTUM MECHANICS,4,3,1,0,D RANGANATHAN,1
493,P,PHD802,MAJOR PROJECT PART-II,12,0,0,24,PANKAJ SRIVASTAVA,17
494,P,PHD852,MAJOR PROJECT PART-II,12,0,0,24,JOBY JOSEPH,13
495,P,EPP216,PHYSICS LABORATORY - III,3,0,0,6,SUJEET CHAUDHARY,39
496,P,EPP301,DESIGN LABORATORY,4,0,0,8,R D TAREY,2
497,P,EPS310,INDEPENDENT STUDY (PH),3,0,3,0,R K SONI,2
498,P,PHD651,PROJECT I,3,0,0,6,M R SHENOY,1
499,P,PHD652,PROJECT II,6,0,0,12,M R SHENOY,26
500,Q,PHP100,PHYSICS LABORATORY,2,0,0,4,A K SHUKLA,301
501,A,TTL763,TECHNICAL TEXTILES,3,2,1,0,R ALAGIRUSAMY,44
502,B,TTL733,SELECTED TOPICS IN FABRIC MANUFACTURE,3,2,1,0,V K KOTHARI,15
503,B,TTL212,MANUFACTURED FIBRE TECHNOLOGY,4,3,1,0,MANJEET JASSAL,50
504,B,TTL714,PHYSICAL PROPERTIES OF FIBRES,3,3,0,0,MANGALA JOSHI,8
505,C,TTL773,DESIGN OF EXPERIMENT & STATISTICAL TECHNIQUES,3,3,0,0,DIPAYAN DAS,29
506,C,TTP212,MANUFACTURED FIBRE TECHNOLOGY,1,0,0,2,SOURABH GHOSH,75
507,D,TTP222,YARN MANUFACTURE LABORATORY II,1,0,0,2,R ALAGIRUSAMY,49
508,D,TTL744,ENVIRONMENT MANAGEMENT IN TEXTILE AND ALLIED INDUS,3,3,0,0,BHUVANESH GUPTA,31
509,D,TTL751,APPAREL ENGG. & QUALITY CONTROL,3,2,0,2,B KBEHERA,16
510,D,TTL232,FABRIC MANUFACTURE II,4,3,1,0,ABHIJIT MUJUMDAR,48
511,E,TTL222,YARN MANUFACTURE II,4,3,1,0,APURBA DAS,48
512,E,TTL351,APPAREL TECHNOLOGY,3,2,0,2,DEEPTI GUPTA,30
513,E,TTL764,PROCESS CONTROL IN SPG AND WEAVING,3,2,1,0,R CHATTOPADHYAY,11
514,E,TTP232,FABRIC MANUFACTURE LAB II,2,0,0,4,AMIT RAWAL,49
515,E,TTP716,FIBRE PRODUCTION & POST SPINNING OPERATION LAB,2,0,0,4,MANGALA JOSHI,4
516,F,TTP242,TECHNOLOGY OF TEXTILE COLORATI0N LABORATORY,1.5,0,0,3,B S BUTOLA,48
517,F,TTL762,MANAGEMENT OF TEXTILE PRODUCTION,3,3,0,0,S M ISHTIAQUE,33
518,F,TTL715,TECHNOLOGY OF SOLUTION SPUN FIBRES,3,3,0,0,ASHWINI K AGRAWAL,4
519,F,TTL732,COMPUTER AIDED FABRIC MANUFACTURING,3,2,0,2,P K BANERJEE,5
520,F,TTL365,COSTING AND ITS APPLICATION IN TEXTILES,4,3,1,0,R S RENGASAMY,47
521,F,TTL242,TECHNOLOGY OF TEXTILE COLORATION,4,3,1,0,KUSHAL SEN,50
522,N,TTN110,INTRODUCTION TO TEXTILE TECHNOLOGY,2,0,0,4,S M ISHTIAQUE,1
523,P,TTP200,DESIGN OF TEXTILE PRODUCTS AND PROCESSES,2,0,0,4,P K BANERJEE,1
524,P,TTP762,EVALUATION OT TEXTILE,1,0,0,2,SAMRAT MUKHOPADHYAY,26
525,P,TTR310,PROFESSIONAL PRACTICES (TT),2,0,1,2,S M ISHTIAQUE,76
526,P,TTL362,THEORY OF TEXTILE STRUCTURES,5,3,2,0,R CHATTOPADHYAY,7
527,P,TTD310,MINI PROJECT (TT),3,0,0,6,R S RENGASAMY,16
528,P,TTD412,MAJOR PROJECT PART 2 (TT),7,0,0,14,DIPAYAN DAS,40
529,P,TTD892,MAJOR PROJECT PART-II,12,0,0,24,KUSHAL SEN,11
530,P,TTD894,MAJOR PROJECT PART-II,12,0,0,24,APURBA DAS,20
531,B,CRL725,TECHNOLOGY OF RF AND MICROWAVE SOLID STATE DEVICES,3,3,0,0,SUDHIR CHANDRA,44
532,C,CRL704,SENSOR ARRAY SIGNAL PROCESSING,3,3,0,0,MONIKA AGGARWAL,13
533,C,CRL732,SELECTED TOPICS IN RFDT-II,3,3,0,0,VIKAS RANA,9
534,D,CRL702,ARCHITECTURES AND ALGORITHMS FOR DSP SYSTEMS,4,2,0,4,ARUN KUMAR,24
535,E,CRL712,RF AND MICROWAVE ACTIVE CIRCUITS,3,3,0,0,ANANJAN BASU,13
536,M,CRL724,RF AND MICROWAVE MEASUREMENT SYSTEM TECHNIQUES,3,3,0,0,SUNEET TULI,22
537,P,CRD812,MAJOR PROJECT PART 2,12,0,0,24,B S PANWAR,10
538,R,CRP718,RF AND MICROWAVE MEASUREMENT LAB,3,0,0,6,S K KAUL,22
539,B,ASL830,GENERAL METEROLOGY,3,3,0,0,PRAMILA GOEL,15
540,D,ASL715,SCIENCE OF CLIMATE CHANGE,4,3,0,2,KRISHNA ACHUTA RAO,30
541,E,ASL706,PARAMETERIZATION OF PHYSICAL PROCESS,3,3,0,0,O P SHARMA,8
542,F,ASL712,AIR-SEA INTERACTION,3,3,0,0,A D RAO,20
543,H,ASL808,ATMOSPHERIC CHEMISTRY AND AEROSOLS,3,3,0,0,MANJU MOHAN,7
544,J,ASL840,DYNAMIC METEOROLOGY,3,3,0,0,U C MOHANTY,9
545,P,ASP752,SIMULATION LAB-II OBJECTIVE ANALYSIS AND DATA,3,0,0,6,H C UPADHYAYA,3
546,H,BML710,INDUSTRIAL BIOMATERIAL TECHNOLOGY,3,3,0,0,VEENA KOUL,13
547,J,BML820,BIOMATERIALS,3,3,0,0,HARPAL SINGH,35
548,B,ESL360,DIRECT ENERGY CONVERSION,4,3,1,0,A GANGULI,72
549,B,ESL720,ENERGY CONSERVATION,3,3,0,0,VIRESH DUTTA,64
550,C,ESL710,"ENERGY,ECOLOGY AND ENVIRONMENT",3,3,0,0,L M DAS,64
551,D,ESL300,SELF-ORGANIZING DYNAMICAL SYSTEMS,3,3,0,0,R P SHARMA,37
552,D,ESL750,ECONOMICS & PLANNING OF ENERGY SYSTEMS,3,3,0,0,T C KANDPAL,24
553,E,ESL784,COGENERATION AND ENERGY EFFICIENCY,3,3,0,0,S C MULLICK,24
554,F,ESL711,FUEL TECHNOLOGY,3,3,0,0,D K SHARMA,34
555,H,ESL871,ADVANCAED FUSION ENERGY,3,3,0,0,H DPANDEY,14
556,J,ESL840,SOLAR ARCHITECTURE,3,3,0,0,G N TEWARI,18
